Header_1,Header_2,Header_3,content
"**Примерный перечень**  **документов, представляемых в Банк России кредитными организациями совместно с уведомлениями о применении расчетного КВП, об исключении доходов и (или) расходов из расчета КБИ и об исключении потерь из расчета ПП**",Пункт 3.7,,"Документы, содержащие расчет сигнальных и контрольных значений контрольных показателей уровня операционного риска в соответствии с [пунктом5.3](http://ivo.garant.ru/document/redirect/74279372/53) Положения Банка России N716-П."
"**Примерный перечень**  **документов, представляемых в Банк России кредитными организациями совместно с уведомлениями о применении расчетного КВП, об исключении доходов и (или) расходов из расчета КБИ и об исключении потерь из расчета ПП**",Пункт 3.8,,"Документы, устанавливающие требования к информационной системе, обеспечивающей управление операционным риском и включающей автоматизацию ведения базы событий и процедур управления операционным риском в соответствии с [подпунктом4.3.1 пункта4.3](http://ivo.garant.ru/document/redirect/74279372/431) Положения Банка России N716-П."
"**Примерный перечень**  **документов, представляемых в Банк России кредитными организациями совместно с уведомлениями о применении расчетного КВП, об исключении доходов и (или) расходов из расчета КБИ и об исключении потерь из расчета ПП**",Пункт 3.9,,Порядок представления на рассмотрение совета директоров (наблюдательного совета) отчета об управлении операционным риском за год в соответствии с [абзацем вторым подпункта4.2.3 пункта4.2](http://ivo.garant.ru/document/redirect/74279372/4232) Положения Банка России N716-П.
"**Примерный перечень**  **документов, представляемых в Банк России кредитными организациями совместно с уведомлениями о применении расчетного КВП, об исключении доходов и (или) расходов из расчета КБИ и об исключении потерь из расчета ПП**",Пункт 3.10,,"Документы, определяющие порядок отнесения возмещений на покрытие прямых потерь от реализации события операционного риска в соответствии с [пунктом3.6](#bookmark=id.1opuj5n) настоящего Положения."
"**Примерный перечень**  **документов, представляемых в Банк России кредитными организациями совместно с уведомлениями о применении расчетного КВП, об исключении доходов и (или) расходов из расчета КБИ и об исключении потерь из расчета ПП**",Пункт 3.11,,"Положение об уполномоченном подразделении кредитной организации.  
Информация об изменениях:  
*Подпункт 3.12 изменен с 1 октября 2024г. \- [Указание](http://ivo.garant.ru/document/redirect/408990212/1253) Банка России от 15 января 2024г. N 6674-У*  
*[См. предыдущую редакцию](http://ivo.garant.ru/document/redirect/76824743/9312)*"
"**Примерный перечень**  **документов, представляемых в Банк России кредитными организациями совместно с уведомлениями о применении расчетного КВП, об исключении доходов и (или) расходов из расчета КБИ и об исключении потерь из расчета ПП**",Пункт 3.12,,"Отчеты уполномоченного подразделения кредитной организации об оценке, проведенной в соответствии с [абзацем одиннадцатым пункта5.1](#bookmark=id.3x8tuzt) настоящего Положения.  
Информация об изменениях:  
*Подпункт 3.13 изменен с 1 октября 2024г. \- [Указание](http://ivo.garant.ru/document/redirect/408990212/1253) Банка России от 15 января 2024г. N 6674-У*  
*[См. предыдущую редакцию](http://ivo.garant.ru/document/redirect/76824743/9313)*"
"**Примерный перечень**  **документов, представляемых в Банк России кредитными организациями совместно с уведомлениями о применении расчетного КВП, об исключении доходов и (или) расходов из расчета КБИ и об исключении потерь из расчета ПП**",Пункт 3.13,,"Выписки из протоколов заседаний совета директоров (наблюдательного совета), коллегиального исполнительного органа кредитной организации по результатам рассмотрения отчетов уполномоченного подразделения кредитной организации об оценке, проведенной в соответствии с [абзацем одиннадцатым пункта5.1](#bookmark=id.3x8tuzt) настоящего Положения."
"**Примерный перечень**  **документов, представляемых в Банк России кредитными организациями совместно с уведомлениями о применении расчетного КВП, об исключении доходов и (или) расходов из расчета КБИ и об исключении потерь из расчета ПП**",Пункт 3.14,,"Ежеквартальные и годовые отчеты об управлении операционным риском, содержащие сведения о проведенных мероприятиях и планах работ, планируемых к проведению, в целях уменьшения негативного влияния риска, подготовленные в соответствии с [подпунктом4.2.2](http://ivo.garant.ru/document/redirect/74279372/422) и [подпунктом4.2.3 пункта4.2](http://ivo.garant.ru/document/redirect/74279372/423) Положения Банка России N716-П.  
Информация об изменениях:  
*Подпункт 3.15 изменен с 1 октября 2024г. \- [Указание](http://ivo.garant.ru/document/redirect/408990212/1254) Банка России от 15 января 2024г. N 6674-У*  
*[См. предыдущую редакцию](http://ivo.garant.ru/document/redirect/76824743/9315)*"
"**Примерный перечень**  **документов, представляемых в Банк России кредитными организациями совместно с уведомлениями о применении расчетного КВП, об исключении доходов и (или) расходов из расчета КБИ и об исключении потерь из расчета ПП**",Пункт 3.15,,"Документы, содержащие расчет величины КВП в соответствии с отчетом о расчете величины коэффициента внутренних потерь для кредитных организаций, применяющих расчетный коэффициент внутренних потерь (рекомендуемый образец приведен в [приложении 3](#bookmark=id.1zpvhna) к настоящему Положению), по состоянию на последнюю расчетную дату.  
Информация об изменениях:  
*Подпункт 3.16 изменен с 1 октября 2024г. \- [Указание](http://ivo.garant.ru/document/redirect/408990212/1254) Банка России от 15 января 2024г. N 6674-У*  
*[См. предыдущую редакцию](http://ivo.garant.ru/document/redirect/76824743/9316)*"
"**Примерный перечень**  **документов, представляемых в Банк России кредитными организациями совместно с уведомлениями о применении расчетного КВП, об исключении доходов и (или) расходов из расчета КБИ и об исключении потерь из расчета ПП**",Пункт 3.16,,"Документы, содержащие расчет величин БИ, КБИ и размера операционного риска в соответствии с [приложением 7](#bookmark=id.4ev95cb) к настоящему Положению на последнюю расчетную дату.  
Информация об изменениях:  
*Пункт 3 дополнен подпунктом 3.17 с 1 октября 2024г. \- [Указание](http://ivo.garant.ru/document/redirect/408990212/1255) Банка России от 15 января 2024г. N 6674-У*"
"**Примерный перечень**  **документов, представляемых в Банк России кредитными организациями совместно с уведомлениями о применении расчетного КВП, об исключении доходов и (или) расходов из расчета КБИ и об исключении потерь из расчета ПП**",Пункт 3.17,,"Политика управления операционным риском, указанная в [подпункте 4.1.2 пункта 4.1](http://ivo.garant.ru/document/redirect/74279372/412) Положения Банка России N716-П.  
Информация об изменениях:  
*Пункт 3 дополнен подпунктом 3.18 с 1 октября 2024г. \- [Указание](http://ivo.garant.ru/document/redirect/408990212/1255) Банка России от 15 января 2024г. N 6674-У*"
"**Примерный перечень**  **документов, представляемых в Банк России кредитными организациями совместно с уведомлениями о применении расчетного КВП, об исключении доходов и (или) расходов из расчета КБИ и об исключении потерь из расчета ПП**",Пункт 3.18,,"Политика информационной безопасности, указанная в [пункте 7.8](http://ivo.garant.ru/document/redirect/74279372/78) Положения Банка России N716-П.  
Информация об изменениях:  
*Пункт 3 дополнен подпунктом 3.19 с 1 октября 2024г. \- [Указание](http://ivo.garant.ru/document/redirect/408990212/1255) Банка России от 15 января 2024г. N 6674-У*"
"**Примерный перечень**  **документов, представляемых в Банк России кредитными организациями совместно с уведомлениями о применении расчетного КВП, об исключении доходов и (или) расходов из расчета КБИ и об исключении потерь из расчета ПП**",Пункт 3.19,,"Политика информационных систем, указанная в [пункте 8.3](http://ivo.garant.ru/document/redirect/74279372/83) Положения Банка России N716-П.  
Информация об изменениях:  
*Пункт 3 дополнен подпунктом 3.20 с 1 октября 2024г. \- [Указание](http://ivo.garant.ru/document/redirect/408990212/1255) Банка России от 15 января 2024г. N 6674-У*"
"**Примерный перечень**  **документов, представляемых в Банк России кредитными организациями совместно с уведомлениями о применении расчетного КВП, об исключении доходов и (или) расходов из расчета КБИ и об исключении потерь из расчета ПП**",Пункт 3.20,,"Документы, регламентирующие процедуры управления отдельными видами операционного риска, указанными в [пункте 1.4](http://ivo.garant.ru/document/redirect/74279372/14) Положения Банка России N716-П, и способы их проведения.  
Информация об изменениях:  
*Пункт 3 дополнен подпунктом 3.21 с 1 октября 2024г. \- [Указание](http://ivo.garant.ru/document/redirect/408990212/1255) Банка России от 15 января 2024г. N 6674-У*"
"**Примерный перечень**  **документов, представляемых в Банк России кредитными организациями совместно с уведомлениями о применении расчетного КВП, об исключении доходов и (или) расходов из расчета КБИ и об исключении потерь из расчета ПП**",Пункт 3.21,,"Порядок и методика расчета размера операционного риска, БИ, КБИ.  
Информация об изменениях:  
*Пункт 3 дополнен подпунктом 3.22 с 1 октября 2024г. \- [Указание](http://ivo.garant.ru/document/redirect/408990212/1255) Банка России от 15 января 2024г. N 6674-У*"
"**Примерный перечень**  **документов, представляемых в Банк России кредитными организациями совместно с уведомлениями о применении расчетного КВП, об исключении доходов и (или) расходов из расчета КБИ и об исключении потерь из расчета ПП**",Пункт 3.22,,"Методика расчета величины АПД, указанная в [абзаце третьем подпункта 4.3.1 пункта 4.3](#bookmark=id.40ew0vw) настоящего Положения, в случае если кредитная организация применяет способ расчета ВПФДi с учетом величины АПД.  
Информация об изменениях:  
*Пункт 3 дополнен подпунктом 3.23 с 1 октября 2024г. \- [Указание](http://ivo.garant.ru/document/redirect/408990212/1255) Банка России от 15 января 2024г. N 6674-У*"
"**Примерный перечень**  **документов, представляемых в Банк России кредитными организациями совместно с уведомлениями о применении расчетного КВП, об исключении доходов и (или) расходов из расчета КБИ и об исключении потерь из расчета ПП**",Пункт 3.23,,"Порядок и методика расчета КВП, в том числе с использованием средств автоматизации.  
Информация об изменениях:  
*Пункт 3 дополнен подпунктом 3.24 с 1 октября 2024г. \- [Указание](http://ivo.garant.ru/document/redirect/408990212/1255) Банка России от 15 января 2024г. N 6674-У*"
"**Примерный перечень**  **документов, представляемых в Банк России кредитными организациями совместно с уведомлениями о применении расчетного КВП, об исключении доходов и (или) расходов из расчета КБИ и об исключении потерь из расчета ПП**",Пункт 3.24,,"Другие документы, на которые содержатся ссылки в документах, приведенных в настоящем пункте (по запросу Банка России).  
Информация об изменениях:  
*Приложение 9 дополнено пунктом 31 с 1 октября 2024г. \- [Указание](http://ivo.garant.ru/document/redirect/408990212/1256) Банка России от 15 января 2024г. N 6674-У*
31. Документы, указанные в [пункте 3](#bookmark=id.386mjxu) настоящего приложения, представляются кредитной организацией в соответствии с [главой 9](http://ivo.garant.ru/document/redirect/74279372/9) Положения Банка России N716-П.
4\. К уведомлению об исключении доходов и (или) расходов из расчета КБИ в дополнение к документам, указанным в [подпунктах 3.11](#bookmark=id.2e68m3p) и [3.16 пункта3](#bookmark=id.2rlei2q) настоящего приложения, представляются документы, содержащие следующую информацию."
"**Примерный перечень**  **документов, представляемых в Банк России кредитными организациями совместно с уведомлениями о применении расчетного КВП, об исключении доходов и (или) расходов из расчета КБИ и об исключении потерь из расчета ПП**",Пункт 4.1,,"Методика и порядок расчета КБИ, в том числе с использованием средств автоматизации."
"**Примерный перечень**  **документов, представляемых в Банк России кредитными организациями совместно с уведомлениями о применении расчетного КВП, об исключении доходов и (или) расходов из расчета КБИ и об исключении потерь из расчета ПП**",Пункт 4.2,,"Данные о величинах, планируемых кредитной организацией к исключению из показателя бизнес-индикатора, в виде таблицы ([таблица 2](#bookmark=id.4jzt0ds) приложения 7 к настоящему Положению)."
"**Примерный перечень**  **документов, представляемых в Банк России кредитными организациями совместно с уведомлениями о применении расчетного КВП, об исключении доходов и (или) расходов из расчета КБИ и об исключении потерь из расчета ПП**",Пункт 4.3,,"Пояснительная записка, содержащая информацию о соответствии исключаемых доходов и (или) расходов из расчета КБИ и (или) операций или сделок из расчета АПД требованиям [подпункта6.1.1 пункта6.1](#bookmark=id.2hio093) настоящего Положения."
"**Примерный перечень**  **документов, представляемых в Банк России кредитными организациями совместно с уведомлениями о применении расчетного КВП, об исключении доходов и (или) расходов из расчета КБИ и об исключении потерь из расчета ПП**",Пункт 4.4,,"Отчет уполномоченного подразделения кредитной организации об оценке, подтверждающей соответствие исключаемых доходов и (или) расходов из расчета КБИ и (или) операций или сделок из расчета АПД требованиям [подпункта6.1.1 пункта6.1](#bookmark=id.2hio093) настоящего Положения."
"**Примерный перечень**  **документов, представляемых в Банк России кредитными организациями совместно с уведомлениями о применении расчетного КВП, об исключении доходов и (или) расходов из расчета КБИ и об исключении потерь из расчета ПП**",Пункт 4.5,,"Выписки из протоколов заседаний совета директоров (наблюдательного совета), коллегиального исполнительного органа, организационно распорядительных документов единоличного исполнительного органа кредитной организации, подтверждающие соответствие поданного уведомления об исключении доходов и (или) расходов из расчета КБИ требованиям [подпункта6.1.1 пункта6.1](#bookmark=id.2hio093) настоящего Положения.
5\. К уведомлению об исключении потерь из расчета ПП в дополнение к документам, указанным в [подпунктах 3.10](#bookmark=id.3z0ybvw), [3.11](#bookmark=id.2e68m3p), [3.15](#bookmark=id.4cg47ux) и [3.16 пункта3](#bookmark=id.2rlei2q) настоящего приложения, представляются документы, содержащие следующую информацию."
"**Примерный перечень**  **документов, представляемых в Банк России кредитными организациями совместно с уведомлениями о применении расчетного КВП, об исключении доходов и (или) расходов из расчета КБИ и об исключении потерь из расчета ПП**",Пункт 5.1,,"Методика и порядок расчета КВП, в том числе с использованием средств автоматизации."
"**Примерный перечень**  **документов, представляемых в Банк России кредитными организациями совместно с уведомлениями о применении расчетного КВП, об исключении доходов и (или) расходов из расчета КБИ и об исключении потерь из расчета ПП**",Пункт 5.2,,"Методика и порядок расчета КБИ, в том числе с использованием средств автоматизации."
"**Примерный перечень**  **документов, представляемых в Банк России кредитными организациями совместно с уведомлениями о применении расчетного КВП, об исключении доходов и (или) расходов из расчета КБИ и об исключении потерь из расчета ПП**",Пункт 5.3,,"Данные о чистых прямых потерях в разрезе направлений деятельности, планируемых кредитной организацией к исключению из расчета показателя потерь, составленные в виде таблицы ([таблица 2](#bookmark=id.21od6so) приложения 3 к настоящему Положению)."
"**Примерный перечень**  **документов, представляемых в Банк России кредитными организациями совместно с уведомлениями о применении расчетного КВП, об исключении доходов и (или) расходов из расчета КБИ и об исключении потерь из расчета ПП**",Пункт 5.4,,"Перечень событий операционного риска, чистые прямые потери по которым предложены кредитной организацией к исключению из расчета СЧП кредитной организации, составленный в виде таблицы (рекомендуемый образец приведен в [приложении 12](#bookmark=id.1gzsidh) к настоящему Положению)."
"**Примерный перечень**  **документов, представляемых в Банк России кредитными организациями совместно с уведомлениями о применении расчетного КВП, об исключении доходов и (или) расходов из расчета КБИ и об исключении потерь из расчета ПП**",Пункт 5.5,,"Внутренние отчеты кредитной организации, подтверждающие реализацию мероприятий по уменьшению негативного влияния операционного риска, включая мероприятия, направленные на предотвращение (снижение вероятности) событий операционного риска, включенных кредитной организацией в перечень событий операционного риска, чистые прямые потери по которым предложены кредитной организацией к исключению из расчета СЧП кредитной организации (рекомендуемый образец приведен в [приложении 12](#bookmark=id.1gzsidh) к настоящему Положению)."
"**Примерный перечень**  **документов, представляемых в Банк России кредитными организациями совместно с уведомлениями о применении расчетного КВП, об исключении доходов и (или) расходов из расчета КБИ и об исключении потерь из расчета ПП**",Пункт 5.6,,"Пояснительная записка, содержащая информацию о соответствии исключаемых чистых потерь из расчета ПП требованиям [подпункта6.1.2 пункта6.1](#bookmark=id.2uxtw84) настоящего Положения."
"**Примерный перечень**  **документов, представляемых в Банк России кредитными организациями совместно с уведомлениями о применении расчетного КВП, об исключении доходов и (или) расходов из расчета КБИ и об исключении потерь из расчета ПП**",Пункт 5.7,,"Отчет уполномоченного подразделения кредитной организации об оценке, подтверждающей соответствие исключаемых потерь из расчета ПП требованиям [подпункта6.1.2 пункта6.1](#bookmark=id.2uxtw84) настоящего Положения."
"**Примерный перечень**  **документов, представляемых в Банк России кредитными организациями совместно с уведомлениями о применении расчетного КВП, об исключении доходов и (или) расходов из расчета КБИ и об исключении потерь из расчета ПП**",Пункт 5.8,,"Выписки из протоколов заседаний совета директоров (наблюдательного совета), коллегиального исполнительного органа, организационно распорядительных документов единоличного исполнительного органа кредитной организации, подтверждающие соответствие поданного уведомления об исключении потерь из расчета ПП требованиям [подпункта6.1.2 пункта6.1](#bookmark=id.2uxtw84) настоящего Положения.  
**Приложение 10**
**к** [Положению](#bookmark=id.3xtdv57) **Банка России**
**от 7 декабря 2020года N744-П**
**""О порядке расчета размера операционного**
**риска (""Базель III"") и осуществления Банком**
**России надзора за его соблюдением""**
**(рекомендуемый образец)**  
Председателю Банка России
\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_
(инициалы, фамилия)  
**Уведомление**
**об исключении доходов и (или) расходов из расчета компонента**
**расчета размера операционного риска и (или) операций или сделок**
**из расчета активов, приносящих процентный доход**  
N\_\_\_\_\_\_\_\_\_\_\_\_                                 \_\_\_\_ \_\_\_\_\_\_\_\_\_\_\_\_\_20\_\_\_ год  
\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_
(полное фирменное наименование кредитной организации)  
на основании   решения единоличного   или коллегиального  исполнительного
органа от \_\_\_\_ \_\_\_\_\_\_\_\_\_\_\_\_20\_\_\_\_\_\_года уведомляет об исключении доходов
и (или) расходов  из  расчета   величины   компонента   расчета   размера
операционного   риска   и (или) операций   или сделок из расчета активов,
приносящих процентный доход, соответствующих требованиям  [подпункта6.1.1](#bookmark=id.2hio093)
[пункта6.1](#bookmark=id.2hio093) Положения    Банка России  от 7 декабря 2020года   N744-П ""О
порядке   расчета   размера операционного   риска    (""Базель III"")     и
осуществления Банком России    надзора   за  его соблюдением""    (далее \-
Положение Банка России N744-П), начиная с \_\_\_\_ \_\_\_\_\_\_\_\_\_\_\_\_20\_\_\_года.
Кредитная организация  подтверждает   свое соответствие  требованиям
[подпункта6.1.1 пункта6.1](#bookmark=id.2hio093) Положения Банка России N744-П.
Приложение: документы кредитной организации.  
\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_ \_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_ \_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_
(наименование должности лица,       (личная подпись)  (инициалы, фамилия)
осуществляющего функции
единоличного исполнительного
органа (лица, его замещающего)  
\_\_\_\_ \_\_\_\_\_\_\_\_\_\_\_\_\_\_20\_\_\_года  
**Приложение 11**
**к** [Положению](#bookmark=id.3xtdv57) **Банка России**
**от 7 декабря 2020года N744-П**
**""О порядке расчета размера операционного**
**риска (""Базель III"") и осуществления Банком**
**России надзора за его соблюдением""**
**(рекомендуемый образец)**  
Председателю Банка России
\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_
(инициалы, фамилия)  
**Уведомление**
**об исключении чистых потерь из расчета показателя**
**потерь кредитной организации**  
N\_\_\_\_\_\_\_\_\_\_\_\_\_\_                               \_\_\_\_ \_\_\_\_\_\_\_\_\_\_\_\_20\_\_\_ год  
\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_
(полное фирменное наименование кредитной организации)  
на основании решения  единоличного   или коллегиального   исполнительного
органа от \_\_\_\_ \_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_20\_\_\_года уведомляет об исключении чистых
потерь, соответствующих требованиям [подпункта6.1.2 пункта6.1](#bookmark=id.2uxtw84)  Положения
Банка России от 7 декабря 2020года N744-П ""О порядке расчета    размера
операционного риска (""Базель III"") и  осуществления Банком России надзора
за его соблюдением"" (далее \-  Положение Банка России N744-П), из расчета
показателя   потерь   кредитной    организации    от   реализации событий
операционного риска и пересчет показателя потерь кредитной организации от
реализации событий операционного риска начиная с \_\_\_\_ \_\_\_\_\_\_\_\_\_20\_\_\_года.
Кредитная организация подтверждает   свое соответствие   требованиям
[подпункта6.1.2 пункта6.1](#bookmark=id.2uxtw84) Положения Банка России N744-П.
Приложение: документы кредитной организации.  
\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_ \_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_ \_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_
(наименование должности лица,       (личная подпись)  (инициалы, фамилия)
осуществляющего функции
единоличного исполнительного
органа (лица, его замещающего)  
\_\_\_\_ \_\_\_\_\_\_\_\_\_\_\_\_\_\_20\_\_\_года  
**Приложение 12**
**к** [Положению](#bookmark=id.3xtdv57) **Банка России**
**от 7 декабря 2020года N744-П**
**""О порядке расчета размера операционного риска**
**(""Базель III"") и осуществления Банком России**
**надзора за его соблюдением""**
**(с изменениями от 15 января 2024 г.)**  
**(рекомендуемый образец)**"
"**Перечень**  **событий операционного риска, чистые прямые потери по которым предложены кредитной организацией к исключению из расчета СЧП кредитной организации,** **за период с \_\_\_\_ \_\_\_\_\_\_\_\_\_\_\_\_20\_\_\_года по \_\_\_\_ \_\_\_\_\_\_\_\_\_\_\_\_20\_\_\_года**",,,"Полное или сокращенное фирменное наименование кредитной организации\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_
Адрес (место нахождения) кредитной организации\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_  
| Номер строки | Уникальный порядковый идентификационный номер события операционного риска | Дата регистрации события операционного риска | Статус события операционного риска | Описание события операционного риска | Категория источника операционного риска | Вид операционного риска | Тип события операционного риска | Направление деятельности | Процесс | Сумма прямых потерь, тыс. руб. | Сумма возмещений, тыс. руб. | Сумма ЧПk, тыс. руб. |
| ----- | ----- | ----- | ----- | ----- | ----- | ----- | ----- | ----- | ----- | ----- | ----- | ----- |
| 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13 |
| 1 |  |  |  |  |  |  |  |  |  |  |  |  |
| n | Итого | X | X | X | X | X | X | X | X |  |  |  |"
"**Пояснения**  **к составлению Перечня событий операционного риска, чистые прямые потери по которым предложены кредитной организацией к исключению из расчета СЧП кредитной организации**",,,"1\. При заполнении [Перечня](#bookmark=id.1gzsidh) событий операционного риска, чистые прямые потери по которым предложены кредитной организацией к исключению из расчета СЧП кредитной организации (далее \- Перечень), рекомендуется исходить из следующего.
2\. [Перечень](#bookmark=id.1gzsidh) составляется кредитной организацией для направления уведомления об исключении потерь из расчета ПП в соответствии с [главой 6](#bookmark=id.1idq7dh) настоящего Положения.  
Информация об изменениях:  
*Пункт 3 изменен с 1 октября 2024г. \- [Указание](http://ivo.garant.ru/document/redirect/408990212/1261) Банка России от 15 января 2024г. N 6674-У*  
*[См. предыдущую редакцию](http://ivo.garant.ru/document/redirect/76824743/12203)*
3\. В [графе2](#bookmark=id.40zg11a) Перечня указывается уникальный порядковый идентификационный номер события операционного риска (группы событий операционного риска) в соответствии с [абзацем вторым пункта6.6](http://ivo.garant.ru/document/redirect/74279372/662) Положения Банка России N716-П.
4\. В [графе3](#bookmark=id.40zg11a) Перечня указывается информация о дате, когда событие операционного риска было зарегистрировано в базе событий в соответствии с [абзацем четвертым пункта6.6](http://ivo.garant.ru/document/redirect/74279372/664) Положения Банка России N716-П. Сведения о дате указываются в формате ""дд.мм.гггг"", где ""дд"" \- день, ""мм"" \- месяц, ""гггг"" \- год.
5\. В [графе4](#bookmark=id.40zg11a) Перечня указывается статус события операционного риска в соответствии с [абзацем десятым пункта6.6](http://ivo.garant.ru/document/redirect/74279372/6610) Положения Банка России N716-П.
6\. В [графе5](#bookmark=id.40zg11a) Перечня указывается детализированное описание события операционного риска в соответствии с [абзацем тринадцатым пункта6.6](http://ivo.garant.ru/document/redirect/74279372/6613) Положения Банка России N716-П.
7\. В [графе6](#bookmark=id.40zg11a) Перечня указывается категория источника операционного риска в соответствии с [абзацем четырнадцатым пункта6.6](http://ivo.garant.ru/document/redirect/74279372/6614) Положения Банка России N716-П. Допускается указание кода, присвоенного соответствующей категории источника операционного риска в соответствии с внутренними документами кредитной организации.
8\. В [графе7](#bookmark=id.40zg11a) Перечня указывается вид операционного риска в соответствии с [абзацем семнадцатым пункта6.6](http://ivo.garant.ru/document/redirect/74279372/6617) Положения Банка России N716-П. В случае если вид операционного риска определить невозможно, в поле ставится прочерк.
9\. В [графе8](#bookmark=id.40zg11a) Перечня указывается тип события операционного риска в соответствии с [абзацем шестнадцатым пункта6.6](http://ivo.garant.ru/document/redirect/74279372/6616) Положения Банка России N716-П.  
Информация об изменениях:  
*Пункт 10 изменен с 1 октября 2024г. \- [Указание](http://ivo.garant.ru/document/redirect/408990212/1262) Банка России от 15 января 2024г. N 6674-У*  
*[См. предыдущую редакцию](http://ivo.garant.ru/document/redirect/76824743/12210)*
10\. В [графе9](#bookmark=id.40zg11a) Перечня указывается наиболее значимое направление деятельности первого уровня в соответствии с [абзацем двадцать первым пункта6.6](http://ivo.garant.ru/document/redirect/74279372/6621) Положения Банка России N716-П.
11\. В [графе10](#bookmark=id.40zg11a) Перечня указывается процесс согласно перечню процессов, определенному во внутренних документах кредитной организации в соответствии с [абзацем двадцать вторым пункта6.6](http://ivo.garant.ru/document/redirect/74279372/6622) Положения Банка России N716-П.
12\. В [графе11](#bookmark=id.40zg11a) Перечня указывается сумма прямых потерь от реализации события операционного риска в соответствии с [абзацем двадцать девятым пункта6.6](http://ivo.garant.ru/document/redirect/74279372/66029) Положения Банка России N716-П.
13\. В [графе12](#bookmark=id.40zg11a) Перечня указывается сумма возмещений на покрытие прямых потерь от реализации события операционного риска в соответствии с [абзацем сорок вторым пункта6.6](http://ivo.garant.ru/document/redirect/74279372/6642) Положения Банка России N716-П (без учета коэффициента дисконтирования).
14\. В [графе13](#bookmark=id.40zg11a) Перечня указывается сумма чистых прямых потерь от реализации события операционного риска в соответствии с [пунктами 3.4-3.7](#bookmark=id.3hv69ve) настоящего Положения, рассчитываемая кредитной организацией в соответствии с [подпунктом3.3.5 пункта3.3](#bookmark=id.1664s55) настоящего Положения.
15\. В [строке n](#bookmark=id.2g4qb93) Перечня указываются итоговые значения показателей.
15.1. В графе11 [строки n](#bookmark=id.2g4qb93) Перечня указывается итоговая величина прямых потерь от реализации событий операционного риска, определяемая путем суммирования значений строк n \- (n-1) графы 11 Перечня.
15.2. В графе12 [строки n](#bookmark=id.2g4qb93) Перечня указывается итоговая величина возмещений на покрытие потерь от реализации событий операционного риска, определяемая путем суммирования значений строк n \- (n-1) графы 12 Перечня.
15.3. В графе13 [строки n](#bookmark=id.2g4qb93) Перечня указывается итоговая величина чистых прямых потерь от реализации событий операционного риска, определяемая путем суммирования значений строк n \- (n-1) графы 13 Перечня."
