Header_1,Header_2,Header_3,content
**Контрольные показатели** **уровня операционного риска**,Пункт 1.2,Пункт 1.2.2,"Качественные контрольные показатели риска информационной безопасности, к которым относятся качественные оценки по четырехуровневой системе (""хорошо"", ""удовлетворительно"", ""сомнительно"", ""неудовлетворительно""), по направлению ""оценка эффективности функционирования системы управления риском информационной безопасности, проведенная уполномоченным подразделением и (или) внешним экспертом (специализированной организацией или квалифицированным внешним экспертом) по решению совета директоров (наблюдательного совета) кредитной организации.
2\. Дочерние кредитные организации, осуществляющие свою деятельность в иностранной юрисдикции, в случае противоречия национального законодательства требованиям настоящего Положения приводят в соответствие с требованиями национального законодательства показатели, указанные в настоящем приложении.  
**Приложение 2**
**к** [Положению](#bookmark=id.3llsfwv) **Банка России**
**от 8 апреля 2020г. N716-П**
**""О требованиях к системе управления**
**операционным риском в кредитной**
**организации и банковской группе""**"
"**Подходы к расчету объема капитала, выделяемого кредитной организацией (головной кредитной организацией банковской группы) на покрытие потерь от реализации операционного риска**",,,"**С изменениями и дополнениями от:**  
25 марта 2022 г.  
Информация об изменениях:  
*Пункт 1 изменен с 1 октября 2022г. \- [Указание](http://ivo.garant.ru/document/redirect/405233105/230) Банка России от 25 марта 2022г. N 6103-У*  
*[См. предыдущую редакцию](http://ivo.garant.ru/document/redirect/76803902/2001)*
1\. Кредитная организация (головная кредитная организация банковской группы) в целях соблюдения требований [абзаца третьего подпункта2.1.4 пункта2.1](#bookmark=id.4f1mdlm) настоящего Положения выбирает один из следующих подходов к расчету объема капитала, выделяемого кредитной организацией (головной кредитной организацией банковской группы) на покрытие потерь от реализации событий операционного риска:
регуляторный подход, основанный на расчете размера операционного риска в соответствии с [пунктом2](http://ivo.garant.ru/document/redirect/72113026/2) Положения Банка России N652-П в случае, если кредитная организация применяет для целей расчета размера операционного риска [Положение](http://ivo.garant.ru/document/redirect/72113026/0) Банка России N652-П, либо в соответствии с [пунктом1.2](http://ivo.garant.ru/document/redirect/400274280/12) Положения Банка России N744-П в случае, если кредитная организация применяет для целей расчета размера операционного риска [Положение](http://ivo.garant.ru/document/redirect/400274280/0) Банка России N744-П, и прогнозных сценариев среднегодовых потерь от реализации событий операционного риска, изложенный в [пункте4](#bookmark=id.4ev95cb) настоящего приложения (далее \- регуляторный подход);
продвинутый подход.
2\. В случае если объем капитала, выделяемого на покрытие потерь от реализации событий операционного риска, по продвинутому подходу оказывается меньше, чем минимальный регуляторный капитал на покрытие операционного риска, определяемый в соответствии с [пунктом3](#bookmark=id.2gldjl3) настоящего приложения, коллегиальный исполнительный орган кредитной организации (головной кредитной организации банковской группы) в составе материалов, направляемых в совет директоров (наблюдательный совет) для утверждения стратегии управления рисками и капиталом, представляет заключение, содержащее обоснование того, что уровень операционного риска в кредитной организации (головной кредитной организации банковской группы) оценивается им ниже, чем требуется в соответствии с регуляторным подходом.  
Информация об изменениях:  
*Пункт 3 изменен с 1 октября 2022г. \- [Указание](http://ivo.garant.ru/document/redirect/405233105/2301) Банка России от 25 марта 2022г. N 6103-У*  
*[См. предыдущую редакцию](http://ivo.garant.ru/document/redirect/76803902/2003)*
3\. Кредитная организация (головная кредитная организация банковской группы), выбравшая в соответствии с [пунктом1](#bookmark=id.ibhxtv) настоящего приложения регуляторный подход, определяет объем капитала, выделяемого кредитной организацией (головной кредитной организацией банковской группы) на покрытие потерь от реализации событий операционного риска, по формуле:  
Кнеоб\_Ki,OP\=*K*мин\_Ki,OP\+Ki,ИБ\+Ki,OP,  
где:
Кнеоб\_Ki,OP \- объем капитала, выделяемого кредитной организацией (головной кредитной организацией банковской группы) на покрытие потерь от реализации событий операционного риска, включаемый в состав совокупного объема необходимого капитала, соответствующего показателю *K*i, определенному в соответствии с [подпунктом2.1.1 пункта2.1](http://ivo.garant.ru/document/redirect/73363119/211) Инструкции Банка России от 29 ноября 2019года N199-И ""Об обязательных нормативах и надбавках к нормативам достаточности капитала банков с универсальной лицензией"", зарегистрированной Министерством юстиции Российский Федерации 27 декабря 2019года N57008 (далее \- Инструкция Банка России N199-И);
*K*мин\_Ki,OP \- минимальный регуляторный капитал на покрытие потерь от реализации событий операционного риска, включаемый в состав совокупного объема необходимого капитала, соответствующего показателю *K*i, и выделяемый на покрытие потерь от реализации событий операционного риска, необходимый для соблюдения минимально допустимого числового значения норматива достаточности капитала *H*1.i, установленного для кредитной организации в соответствии с [подпунктом2.1.1 пункта2.1](http://ivo.garant.ru/document/redirect/73363119/211) Инструкции Банка России N199-И и для головной кредитной организации банковской группы в соответствии с [пунктом2.1](http://ivo.garant.ru/document/redirect/71283096/21) Положения Банка России N509-П, определяемый по формуле:  
*K*мин\_Ki,OP\=12,5 \* *OP* \* *H*1.iмин,  
где:
ОР \- целевое (прогнозное) значение на планируемый период размера операционного риска, определяемого в соответствии с [пунктом2](http://ivo.garant.ru/document/redirect/72113026/2) Положения Банка России N652-П в случае, если кредитная организация применяет для целей расчета размера операционного риска [Положение](http://ivo.garant.ru/document/redirect/72113026/0) Банка России N652-П, либо в соответствии с [пунктом1.2](http://ivo.garant.ru/document/redirect/400274280/12) Положения Банка России N744-П в случае, если кредитная организация применяет для целей расчета размера операционного риска [Положение](http://ivo.garant.ru/document/redirect/400274280/0) Банка России N744-П;
*H*1.iмин \- минимально допустимое числовое значение норматива достаточности капитала *H*1.i, определенное в [пункте2.2](http://ivo.garant.ru/document/redirect/73363119/22) Инструкции Банка России N199-И;
Ki,ИБ \- компонент объема капитала, выделяемого кредитной организацией (головной кредитной организацией банковской группы) на покрытие потерь от реализации событий операционного риска, соответствующего: *K*1 \- базовому капиталу банка, К2 \- основному капиталу банка, К0 \- величине собственных средств (капитала) банка, определенных в соответствии с методикой, установленной [Положением](http://ivo.garant.ru/document/redirect/72051916/0) Банка России N646-П, соответственно на покрытие прямых потерь (для K1,ИБ и K2,ИБ), совокупных (прямых и косвенных) потерь (для K0,ИБ от реализации событий риска информационной безопасности, которые определяются кредитной организацией (головной кредитной организацией банковской группы) с использованием анализа возможного превышения фактической величины чистых прямых потерь над контрольным значением контрольного показателя \- общей суммой чистых прямых годовых потерь от реализации событий риска информационной безопасности, установленного в соответствии с [абзацем вторым подпункта1.2.1 пункта1](#bookmark=id.2s21qeq) приложения 1 к настоящему Положению;
Ki,OP \- компонент объема капитала, выделяемого кредитной организацией (головной кредитной организацией банковской группы) на покрытие потерь от реализации событий операционного риска, соответствующего: *K*1 \- базовому капиталу банка, *K*2 \- основному капиталу банка, *K*0 \- величине собственных средств (капитала) банка, определенных в соответствии с методикой, предусмотренной [Положением](http://ivo.garant.ru/document/redirect/72051916/0) Банка России N646-П, соответственно на покрытие прямых потерь (для K1,OP и K2,OP, совокупных (прямых и косвенных) потерь для (K0,OP) от реализации операционного риска, за вычетом потерь от реализации событий риска информационной безопасности, которые определяются кредитной организацией (головной кредитной организацией банковской группы) с использованием анализа возможного превышения фактической величины чистых прямых потерь над контрольным значением контрольного показателя \- общей суммой чистых прямых годовых потерь от реализации событий операционного риска за вычетом чистых прямых потерь от реализации событий риска информационной безопасности, установленного в соответствии с [абзацем вторым подпункта1.1.1 пункта1](#bookmark=id.2s21qeq) приложения 1 к настоящему Положению.
4\. В случае если кредитная организация (головная кредитная организация банковской группы) применяет регуляторный подход к оценке объема капитала, выделяемого кредитной организацией (головной кредитной организацией банковской группы) на покрытие потерь от реализации событий операционного риска, и фактическая совокупная величина прямых годовых потерь от реализации событий операционного риска и событий риска информационной безопасности за каждый год не превышала минимальный регуляторный капитал, рассчитанный для данногогода, на протяжении последних десяти лет, кредитная организация (головная кредитная организация банковской группы) приравнивает к нулю компонент объема капитала, выделяемого кредитной организацией (головной кредитной организацией банковской группы) на покрытие потерь от реализации событий риска информационной безопасности и (или) событий операционного риска, в соответствии с заключением службы управления рисками об отсутствии других факторов возможных потерь (например, об отсутствии изменений внутренних и внешних факторов операционной среды кредитной организации (головной кредитной организации банковской группы) с приложением результатов сценарного анализа и стресс-тестирования."
"**Подходы к расчету объема капитала, выделяемого кредитной организацией (головной кредитной организацией банковской группы) на покрытие потерь от реализации операционного риска**",Пункт 4.1,,"В случае если у кредитной организации (головной кредитной организации банковской группы) отсутствуют данные о потерях от реализации событий операционного риска и событий риска информационной безопасности за десять лет, кредитная организация (головная кредитная организация банковской группы) использует в целях расчета объема капитала, выделяемого кредитной организацией (головной кредитной организацией банковской группы) на покрытие потерь от реализации событий операционного риска, накопленные данные за имеющейся период, но не менее чем за тригода (с последующим учетом накопленных данных о потерях до достижения периода десяти лет), для сравнения с минимальным регуляторным капиталом за каждый год в течение периода десяти лет.
При этом кредитная организация (головная кредитная организация банковской группы) ежегодно при формировании объема капитала, выделяемого кредитной организацией (головной кредитной организацией банковской группы) на покрытие потерь от реализации событий операционного риска, готовит заключение о достаточности имеющихся накопленных данных о потерях от реализации событий операционного риска и (или) событий риска информационной безопасности для установления нулевых значений компонентов объема капитала, выделяемого кредитной организацией (головной кредитной организацией банковской группы) на покрытие потерь от реализации событий операционного риска и (или) событий риска информационной безопасности."
"**Подходы к расчету объема капитала, выделяемого кредитной организацией (головной кредитной организацией банковской группы) на покрытие потерь от реализации операционного риска**",Пункт 4.2,,"Коллегиальный исполнительный орган кредитной организации (головной кредитной организации банковской группы) рассматривает заключение об отсутствии других факторов возможных потерь от реализации операционных рисков и утверждает его в рамках внутренних процедур планирования объема капитала, выделяемого кредитной организацией (головной кредитной организацией банковской группы) на покрытие потерь от реализации событий операционного риска.  
Информация об изменениях:  
*Подпункт 4.3 изменен с 1 октября 2022г. \- [Указание](http://ivo.garant.ru/document/redirect/405233105/234) Банка России от 25 марта 2022г. N 6103-У*  
*[См. предыдущую редакцию](http://ivo.garant.ru/document/redirect/76803902/2043)*"
"**Подходы к расчету объема капитала, выделяемого кредитной организацией (головной кредитной организацией банковской группы) на покрытие потерь от реализации операционного риска**",Пункт 4.3,,"В случае если у кредитной организации (головной кредитной организации банковской группы) отсутствуют данные о потерях от реализации событий операционного риска и (или) событий риска информационной безопасности за тригода или накопленные данные не соответствуют требованиям главы6 настоящего Положения, за исключением [абзаца тридцать первого](#bookmark=id.p49hy1) и [сорок четвертого пункта6.6](#bookmark=id.30tazoa) настоящего Положения, кредитная организация (головная кредитная организация банковской группы) не устанавливает нулевые значения компонентов Ki,ИБ и Ki,ОР и при определении объема капитала, выделяемого кредитной организацией (головной кредитной организацией банковской группы) на покрытие потерь от реализации событий операционного риска, должна определять значение данных компонентов с учетом результатов качественной оценки уровня операционного риска, проведенной в соответствии с планом проведения качественной оценки, за последний календарный год."
"**Подходы к расчету объема капитала, выделяемого кредитной организацией (головной кредитной организацией банковской группы) на покрытие потерь от реализации операционного риска**",Пункт 4.4,,"Подразделение, ответственное за организацию управления операционным риском, подготавливает заключение об отсутствии других факторов возможных потерь от реализации операционного риска и направляет его на рассмотрение в службу управления рисками.
5\. Кредитная организация (головная кредитная организация банковской группы), выбравшая в соответствии с [пунктом1](#bookmark=id.ibhxtv) настоящего приложения продвинутый подход, определяет объем капитала, выделяемого кредитной организацией (головной кредитной организацией банковской группы) на покрытие потерь от реализации событий операционного риска, в составе капитала *K*i в соответствии с методикой количественной оценки прямых потерь (для объема капитала, выделяемого кредитной организацией (головной кредитной организацией банковской группы) на покрытие потерь от реализации событий операционного риска, в составе базового и основного капиталов) и совокупных потерь (для объема капитала, выделяемого кредитной организацией (головной кредитной организацией банковской группы) на покрытие потерь от реализации событий операционного риска, в составе собственных средств) от реализации событий операционного риска (методика потерь), с заданной во внутренних документах доверительной вероятностью как сумму двух компонентов:
объема капитала, выделяемого кредитной организацией (головной кредитной организацией банковской группы) на покрытие потерь от реализации событий риска информационной безопасности;
объема капитала, выделяемого кредитной организацией (головной кредитной организацией банковской группы) на покрытие потерь от реализации операционного риска, за вычетом потерь от реализации риска информационной безопасности.
При этом для оценки объема капитала, выделяемого кредитной организацией (головной кредитной организацией банковской группы) на покрытие потерь от реализации событий операционного риска, в дополнение к потерям от реализации внутренних событий операционного риска кредитная организация (головная кредитная организация банковской группы) должна использовать внешнюю информацию о потерях других кредитных организаций с применением методов сценарного анализа в соответствии с [пунктом4.4](http://ivo.garant.ru/document/redirect/71057396/1044) приложения 1 к Указанию Банка России N3624-У.
6\. В случае если фактическая величина потерь от реализации событий операционного риска и (или) событий риска информационной безопасности по итогамгода превысила выделенную на этот год величину объема капитала, выделяемого кредитной организацией (головной кредитной организацией банковской группы) на покрытие потерь от реализации событий операционного риска, данное превышение добавляется кредитной организацией (головной кредитной организацией банковской группы) в течение последующегогода к оценке компонентов объема капитала, выделяемого кредитной организацией (головной кредитной организацией банковской группы) на покрытие потерь от реализации событий операционного риска, рассчитанной по потерям из базы событий.
7\. Кредитная организация (головная кредитная организация банковской группы), учитывающая потери от реализации операционного риска и (или) риска информационной безопасности в запланированных расходах кредитной организации (головной кредитной организации банковской группы) тогогода, в котором были отражены потери, при определении сигнального значения прямых или совокупных потерь уменьшает компоненты объема капитала, выделяемого кредитной организацией (головной кредитной организацией банковской группы) на покрытие потерь от реализации событий операционного риска, на величину, не превышающую величину запланированных расходов от реализации операционного риска и (или) риска информационной безопасности.
8\. Кредитная организация (головная кредитная организация банковской группы), применяющая механизмы и процедуры управления отдельными видами операционного риска, в составе объема капитала, выделяемого кредитной организацией (головной кредитной организацией банковской группы) на покрытие потерь от реализации событий операционного риска, выделяет дополнительные компоненты объема капитала, выделяемого кредитной организацией (головной кредитной организацией банковской группы) на покрытие потерь от реализации этих видов операционного риска.  
**Приложение 3**
**к** [Положению](#bookmark=id.3llsfwv) **Банка России**
**от 8 апреля 2020г. N716-П**
**""О требованиях к системе управления**
**операционным риском в кредитной**
**организации и банковской группе""**"
"**Рекомендуемый перечень** **возможных мер, направленных на уменьшение негативного влияния операционного риска**",,,"Кредитная организация (головная кредитная организация банковской группы) использует следующий рекомендуемый перечень возможных мер, направленных на уменьшение негативного влияния операционного риска, но не ограничивается им.
1\. Регламентация, в том числе актуализация, процессов проведения операций (сделок) с соблюдением действующего законодательства.
2\. Применение стандартизированных форм внутренних документов кредитной организации.
3\. Стандартизация операций (сделок).
4\. Применение стандартизированных форм договоров с клиентами (контрагентами).
5\. Контроль (автоматизированный, ручной) за соблюдением внутренних документов кредитной организации.
6\. Подбор и аттестация персонала.
7\. Разработка системы мотивации персонала.
8\. Проведение тренингов и обучение персонала проведению сделок (операций).
9\. Процедура коллегиального принятия решений, например, по проведению крупных сделок (нестандартных сделок).
10\. Особый контроль за проведением крупных сделок (нестандартных сделок).
11\. Контроль сделок (операций).
12\. Формирование отчетов по сделкам (операциям).
13\. Тестирование процессов, информационных и технологических систем кредитной организации.
14\. Автоматизация процессов (операций), алгоритмизация сделок (операций).
15\. Проверка документов, в том числе первичных, по проводимым сделкам (операциям).
16\. Разграничение функций, ответственности и полномочий персонала при проведении сделок (операций).
17\. Использование двойного контроля при проведении сделок (операций).
18\. Установление и контроль соблюдения лимитов при проведении сделок (операций).
19\. Установление и разделение прав доступа к информации и информационным системам.
20\. Резервирование информации в информационных системах.
21\. Установление и разделение прав доступа к использованию материальных и нематериальных активов.
22\. Организация физической безопасности объектов и материальных активов кредитной организации.
23\. Противодействие неправомерному использованию инсайдерской информации.
24\. Контроль качества данных в процессах, информационных системах.
25\. Процедуры ограничения на ввод данных в информационных системах.
26\. Автоматический контроль вводимых данных в информационных системах.
27\. Контроль сроков и рассылка уведомлений участникам процессов.
28\. Автоматический контроль маршрута согласований сделок (операций).
29\. Мероприятия по повышению культуры управления рисками.
30\. Система ключевых показателей деятельности, стимулирующая персонал эффективно управлять рисками.
31\. Другие меры, направленные на уменьшение негативного влияния операционного риска.  
**Приложение 4**
**к** [Положению](#bookmark=id.3llsfwv) **Банка России**
**от 8 апреля 2020г. N716-П**
**""О требованиях к системе управления**
**операционным риском в кредитной**
**организации и банковской группе""**"
**Детализированная классификация типов событий операционного риска**,,,"**С изменениями и дополнениями от:**  
25 марта 2022 г.  
Кредитная организация (головная кредитная организация банковской группы) в разрезе основной классификации типов событий операционного риска дополнительно классифицирует события операционного риска по следующим типам событий операционного риска:
1\. Тип события операционного риска ""преднамеренные действия персонала"" включает:"
**Детализированная классификация типов событий операционного риска**,Пункт 1.1,,"неразрешенную деятельность, состоящую в преднамеренных действиях персонала, связанную с превышением работниками своих полномочий при проведении или одобрении сделки (осуществлении операций), закрепленных должностными инструкциями, внутренними документами или решениями единоличного или коллегиального исполнительного органа кредитной организации, без цели присвоения, уничтожения, хищения имущества, материальных и (или) нематериальных активов, но в целях получения нематериальной выгоды;"
**Детализированная классификация типов событий операционного риска**,Пункт 1.2,,"преднамеренные действия персонала в отношении имущества, материальных и (или) нематериальных активов кредитной организации и средств клиентов с целью их присвоения, уничтожения, хищения в целях получения материальной выгоды, в том числе с использованием коммерческого подкупа (коррупции).
2\. Тип события операционного риска ""преднамеренные действия третьих лиц"" включает:"
**Детализированная классификация типов событий операционного риска**,Пункт 2.1,,"преднамеренные действия третьих лиц в отношении имущества, материальных и (или) нематериальных активов кредитной организации и средств клиентов. К данному типу событий операционного риска не относятся события киберриска;"
**Детализированная классификация типов событий операционного риска**,Пункт 2.2,,"нарушение безопасности информационных систем, состоящее в преднамеренных действиях третьих лиц в отношении имущества, информации, данных, материальных и (или) нематериальных активов кредитной организации и средств клиентов. К данному типу событий операционного риска относятся все виды кибератак, совершенных третьими лицами с применением объектов информационной инфраструктуры по отношению к информации и данным, содержащимся во внутренних информационных системах кредитной организации (реализация событий киберриска).
3\. Тип события операционного риска ""нарушение кадровой политики и безопасности труда"" включает:"
**Детализированная классификация типов событий операционного риска**,Пункт 3.1,,"нарушение трудового законодательства, результатом которого стало наложение на кредитную организацию санкций за нарушение норм трудового законодательства (выплаты работникам или бывшим работникам в виде компенсаций за нарушение условий трудового договора и (или) в связи с санкциями, наложенными исполнительным органом государственной власти, уполномоченным на осуществление федерального государственного надзора за соблюдением трудового законодательства);"
**Детализированная классификация типов событий операционного риска**,Пункт 3.2,,"нарушение норм безопасности и охраны труда, в том числе действия (бездействие) должностных лиц, результатом которых стали выплаты компенсаций работникам или бывшим работникам кредитной организации за причинение ущерба здоровью и (или) административных штрафов исполнительным органам государственной власти;"
**Детализированная классификация типов событий операционного риска**,Пункт 3.3,,"нарушения прав работников кредитной организации и третьих лиц, связанные с дискриминацией (половая, расовая, национальная дискриминация, а также дискриминация по языку, происхождению, имущественному и должностному положению, месту жительства, отношению к религии, убеждениям, принадлежности к общественным объединениям и возрастному признаку).
4\. Тип события операционного риска ""нарушение прав клиентов и контрагентов"" включает:"
